ico_name,member_order,member_name,position,description,linktype,link,member_type
INGOT COIN,28,Abdullah Njada,Community Officer Bahrain,Takes part in this project only,linkedin,https://www.linkedin.com/in/abdullah-njada-63762496/,normal
INGOT COIN,29,Bissane Ibrahim,Investor Relationship Manager,Takes part in this project only,linkedin,https://www.linkedin.com/in/bissane-ibrahim-47b8a013b/,normal
INGOT COIN,30,Dima Baghdadi,Investor Relationship Officer,No participating data,website,https://www.ingotcoin.io/#,normal
INGOT COIN,31,Laith Abufreha,Junior Accountant,Takes part in this project only,linkedin,https://www.linkedin.com/in/laith-alqaisy-cma-cn-07583914a/,normal
INGOT COIN,32,Warren Whitlock,PR & Marketing Adviser,Participates in a number of projects,twitter,https://twitter.com/WarrenWhitlock,normal
INGOT COIN,33,Naviin Kapoor,Blockchain ICO Advisor,Participates in a number of projects,linkedin,https://www.linkedin.com/in/naviinkapoor/,normal
INGOT COIN,34,Pranav Bhatia,Blockchain R&D,Takes part in this project only,linkedin,https://www.linkedin.com/in/pranavbhatia123/,normal
INGOT COIN,35,George Mentz,ICO Legal Adviser,Participates in several projects,linkedin,https://www.linkedin.com/in/georgementz/,normal
INGOT COIN,36,Sydney Ifergan,ICO Marketing Adviser,Participates in a number of projects,linkedin,https://www.linkedin.com/in/sydneyifergan/,normal
INGOT COIN,37,John Van der Vos,ICO Advisor,Participates in a number of projects,linkedin,https://www.linkedin.com/in/johnvandervos/,normal
INGOT COIN,38,Bogdan Fiedur,ICO Tech Adviser,Participates in a number of projects,linkedin,https://www.linkedin.com/in/bogdanfiedur/,normal
INGOT COIN,39,Victor Chow,ICO Business Adviser,Participates in a number of projects,linkedin,https://www.linkedin.com/in/victorchowsingapore/,normal
INGOT COIN,40,Jim Preissler,ICO Adviser & CEO Trade.io,Participates in several projects,linkedin,https://www.linkedin.com/in/jim-preissler-98670/,normal
INGOT COIN,41,Saad Mohib,ICO Adviser & Co-Founder HalalChain,Takes part in this project only,linkedin,https://www.linkedin.com/in/saad-mohib-4652ab29,advsisor
MUXE,1,Jaimy de Vries,Founder | CEO,Takes part in this project only,linkedin,https://www.linkedin.com/in/jaimydevries/,normal
MUXE,2,Justin Wilms,Co-Founder | CFO,Takes part in this project only,linkedin,https://www.linkedin.com/in/justinwilms/,normal
MUXE,3,Patrick van Wanrooy,Co-Founder | HR Director,Takes part in this project only,linkedin,https://www.linkedin.com/in/patrick-van-wanrooy-200772117/,normal
MUXE,4,Silvano Soares,Customer Experience Manager,Takes part in this project only,linkedin,https://nl.linkedin.com/in/silvano-soares-336b5a67,normal
MUXE,5,Enis Abazi,Co-Founder | Sales | Real Estate background,Takes part in this project only,linkedin,https://www.linkedin.com/in/enisabazi,normal
MUXE,6,Delano Langedijk,Growth Hacker,Takes part in this project only,linkedin,https://www.linkedin.com/in/delano-langedijk-897b92164/,normal
MUXE,7,Frank Alosery,Growth Hacker | Advisor,Takes part in this project only,linkedin,https://www.linkedin.com/in/frank-alosery-3a7628114/,normal
MUXE,8,Stephen Schedra,Visual Advisor | Vocal Speaker,Takes part in this project only,linkedin,https://www.linkedin.com/in/stephenschedra/,normal
MUXE,9,Frans Hoogenwerf,Community Support,Takes part in this project only,linkedin,https://www.linkedin.com/in/frans-hoogerwerf-924904160/,normal
Memority,1,Ilya Ratovsky,CEO,Takes part in this project only,linkedin,https://www.linkedin.com/in/ratovsky/,normal
Memority,2,Stanislav Rubtsov,CTO,Takes part in this project only,linkedin,https://www.linkedin.com/in/stanislav-rubtsov-755b501b/,normal
Memority,3,Alexander Pivtorak,PR Manager,Takes part in this project only,linkedin,https://www.linkedin.com/in/alexander15k/,normal
Memority,4,Vladimir Marchinskiy,Head of Legal Department,Takes part in this project only,linkedin,https://www.linkedin.com/in/ACoAAA0mtygBQGJA64U4BHCO2J9lLV-sUc91bts/?lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_top%3BgtI%2BRZBPSmWk4mtZpY8NSg%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_top-search_srp_result&lici=l3DbZ9PERDeEqCXRPHbqJA%3D%3,normal
Memority,5,Vitaliy Minyaylo,Marketing Manager,Takes part in this project only,linkedin,https://www.linkedin.com/in/vitalii-miniailo-1567a767/,normal
Memority,6,Andrew Vityk,Blockchain Developer,Takes part in this project only,linkedin,https://www.linkedin.com/in/%D0%B0%D0%BD%D0%B4%D1%80%D1%96%D0%B9-%D0%B2%D1%96%D1%82%D0%B8%D0%BA-ba28b0aa/,normal
Memority,7,Alexander Petrenko,Blockchain Developer,Takes part in this project only,linkedin,https://www.linkedin.com/in/%D0%B0%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80-%D0%BF%D0%B5%D1%82%D1%80%D0%B5%D0%BD%D0%BA%D0%BE-78808a94/,normal
Memority,8,Oleh Reshtak,UX/UI Designer,Takes part in this project only,linkedin,https://www.linkedin.com/in/oleh-reshtak-144713160,normal
Memority,9,Alexandra Andriyishyna,Java Developer,Takes part in this project only,linkedin,https://www.linkedin.com/in/alexandra-andriyishyna-b46518128/,normal
Memority,10,Eugene Harkavenko,Swift Developer,Takes part in this project only,linkedin,https://www.linkedin.com/in/eugene-harkavenko-a3400b76/,normal
Memority,11,Michael Dvornichenko,Business Advisor,Takes part in this project only,linkedin,https://www.linkedin.com/in/md555/,normal
Memority,12,Denys Saprykin,Financial Advisor,Takes part in this project only,linkedin,https://www.linkedin.com/in/denys-saprykin-5484aa53/?lipi=urn%3Ali%3Apage%3Ad_flagship3_people_connections%3BtOQwqmSsQw6D0iwvlxIWfA%3D%3D,normal
Memority,13,Dmitry Semiryazhko,"Advisor, Co-Founder at Pinxter Digital",Takes part in this project only,linkedin,https://www.linkedin.com/in/dmitry-semiryazhko-377a1546/,normal
Memority,14,Alexander Shulga,Business Development Advisor,Takes part in this project only,linkedin,https://www.linkedin.com/in/%D0%B0%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80-%D1%88%D1%83%D0%BB%D1%8C%D0%B3%D0%B0-74291366/,normal
Memority,15,Eugene Kuznetsov,Blockchain Advisor,Takes part in this project only,linkedin,https://www.linkedin.com/in/eugene-smith-23167bb5/,normal
Memority,16,Alexey Kostenko,Backend Developer,Takes part in this project only,linkedin,https://www.linkedin.com/in/%D0%B0%D0%BB%D0%B5%D0%BA%D1%81%D0%B5%D0%B9-%D0%BA%D0%BE%D1%81%D1%82%D0%B5%D0%BD%D0%BA%D0%BE-a3a845156/,normal
Eternal Trusts,1,Kirill Silvestrov,CEO,Takes part in this project only,linkedin,https://www.linkedin.com/in/kirill-silvestrov-0753222,normal
Eternal Trusts,2,Mark Lea,Head of Legal,Takes part in this project only,linkedin,https://www.linkedin.com/in/mark-lea-a1a3b515b,normal
Eternal Trusts,3,Benoit Vulic,Chief Investment Officer,Takes part in this project only,linkedin,https://www.linkedin.com/in/benoit-vulic-59176451,normal
Eternal Trusts,4,Artem Ananyan,Chief Financial Officer,Takes part in this project only,linkedin,https://www.linkedin.com/in/artem-ananyan-44245a,normal
Eternal Trusts,5,Ilya Sapranidi,Chief Marketing Officer,Takes part in this project only,linkedin,https://www.linkedin.com/in/sapranidi,normal
Eternal Trusts,6,Almir Salimov,Business Development Officer,Takes part in this project only,linkedin,https://www.linkedin.com/in/almirsalimov,normal
Eternal Trusts,7,Vadim Peredolsky,Art Director,Takes part in this project only,linkedin,http://eternaltrusts.io/www.linkedin.com/in/vadim-peredolskiy,normal
Eternal Trusts,8,Elena Abramova,"Artist, designer",Takes part in this project only,linkedin,https://www.linkedin.com/in/elena-abramova-pd/,normal
Eternal Trusts,9,Evgeny Batyukov,Senior Web Engineer,Participates in several projects,linkedin,https://www.linkedin.com/in/batyukov,normal
Eternal Trusts,10,Randal A. Koene,Advisor,Takes part in this project only,linkedin,https://www.linkedin.com/in/randalkolene,advsisor
Eternal Trusts,11,Sergey Kiselev,Advisor,Takes part in this project only,linkedin,https://www.linkedin.com/in/sergey-kiselev-6a8404,advsisor
Eternal Trusts,12,Jillian Godsil,Advisor,Participates in a number of projects,linkedin,https://www.linkedin.com/in/jilliangodsil/,advsisor
Eternal Trusts,13,Aleksei Pupyshev,Advisor,Takes part in this project only,linkedin,https://ru.linkedin.com/in/aleksei-pupyshev-23a70954,advsisor
Eternal Trusts,14,Robin Hanson,Advisor,Participates in several projects,linkedin,https://www.linkedin.com/in/robin-hanson-5156b/,advsisor
WONO,1,Arthur Lavrischev,Fullstack Developer,Takes part in this project only,linkedin,https://www.linkedin.com/in/arthur-lavrischev-043a20111/,normal
WONO,2,Kirill Pyrev,Investor Relations,Participates in several projects,linkedin,https://www.linkedin.com/in/pyrev/,normal
WONO,3,Anton Guljakin,UI/UX Designer,Takes part in this project only,linkedin,https://www.linkedin.com/in/anton-gulyakin-9a94bb133,normal
WONO,4,Maria Polzik,Project Manager,Takes part in this project only,linkedin,https://www.linkedin.com/in/maria-polzik-1073b415b/,normal
WONO,5,Alexey Knizhnikov,Community Manager,Takes part in this project only,linkedin,https://www.linkedin.com/in/alexey-knizhnikov-112a0b161,normal
WONO,6,Julia Larionova,SMM Manager,Takes part in this project only,linkedin,https://www.linkedin.com/in/julia-larionova-57422411a,normal
WONO,7,Alexander Esaulov,"CEO, founder",Takes part in this project only,linkedin,https://www.linkedin.com/in/alexander-esaulov-7ab218164/,normal
WONO,8,Andrey Chepelev,COO,Takes part in this project only,linkedin,https://www.linkedin.com/in/andrei-chepelev-96050315a/,normal
WONO,9,German Solodov,CMO,Takes part in this project only,linkedin,https://www.linkedin.com/in/german-solodov-a3542b160/,normal
WONO,10,Timofey Esaulov,Business development manager,Takes part in this project only,linkedin,https://www.linkedin.com/in/%D1%82%D0%B8%D0%BC%D0%BE%D1%84%D0%B5%D0%B9-%D0%B5%D1%81%D0%B0%D1%83%D0%BB%D0%BE%D0%B2-97616772/,normal
WONO,11,Tapendra Shee,Blockchain Developer,Participates in a number of projects,linkedin,https://www.linkedin.com/in/tapendra-shee/,normal
WONO,12,Muhammad Faizan Ul Haq,Backend Developer,Takes part in this project only,linkedin,https://www.linkedin.com/in/muhammad-faizan-ul-haq-83ba37111/,normal
WONO,13,Amrinder Singh,Fullstack Developer,Takes part in this project only,linkedin,https://www.linkedin.com/in/amrinder7/,normal
Kakushin,1,Chandan Indoria,CEO & Co-founder,Takes part in this project only,linkedin,https://www.linkedin.com/in/chandanindoria/,normal
Kakushin,2,Sachin Bhargava,Co-founder & CTO,Takes part in this project only,linkedin,https://www.linkedin.com/in/sachin-bhargava-619aa288,normal
Kakushin,3,Amit Dubey,Co-founder & CMO,Takes part in this project only,linkedin,https://www.linkedin.com/in/amitdubey8/,normal
WatermelonBlock,1,Elliot Rothfield,Director / UX Designer,Takes part in this project only,linkedin,https://www.linkedin.com/in/elliotrothfield/,normal
WatermelonBlock,2,Sonia Miles-Khan,Governance / COO,Takes part in this project only,linkedin,https://www.linkedin.com/in/soniamileskhan/,normal
WatermelonBlock,3,Daniel Shani,CTO,Takes part in this project only,linkedin,https://www.linkedin.com/in/dan-shani-77632115a/,normal
WatermelonBlock,4,Bill Angelidis,Blockchain Development Specialist,Participates in several projects,linkedin,https://www.linkedin.com/in/billangelidis/,normal
Kakushin,4,Marco De Corso,Co-founder & CBO,Takes part in this project only,linkedin,https://www.linkedin.com/in/marco-de-corso-94a3479/,normal
Kakushin,5,Anant Vidhaat Sharma,No participating data,No description,website,https://en.wikipedia.org/wiki/Anant_Vidhaat_Sharma,normal
Kakushin,6,Krystle Rose,Takes part in this project only,No description,linkedin,https://www.linkedin.com/in/krystle-rose-77104933/,normal
Kakushin,7,Birendra Khadka,Blockchain Advisor,Takes part in this project only,linkedin,https://www.linkedin.com/in/khadkabirendra/,normal
Kakushin,8,Andreas Fink,Advisor,Participates in several projects,linkedin,https://www.linkedin.com/in/afink/,normal
Kakushin,9,Vladimir Ninov,Advisor,Participates in a number of projects,linkedin,https://www.linkedin.com/in/vladi-ninov-mba/,normal
WatermelonBlock,5,Motti Peer,Public Relations,Participates in several projects,linkedin,https://www.linkedin.com/in/mottipeer/,normal
WatermelonBlock,6,Jason Lee,NEM Blockchain Consultant,Takes part in this project only,linkedin,https://www.linkedin.com/in/jasonleecj/,normal
WatermelonBlock,7,John Louzio,Internal Financial Consultant/Accountant,Takes part in this project only,linkedin,https://www.linkedin.com/in/in-john-we-trust/,normal
WatermelonBlock,8,Chris Moore,Software Development Manager,Takes part in this project only,linkedin,https://www.linkedin.com/in/chris-moore-07947928/,normal
WatermelonBlock,9,Boris Peter,Manitius IBM Watson Specialist,Takes part in this project only,linkedin,https://www.linkedin.com/in/borismanitius/,normal
WatermelonBlock,10,Adrian Rich,Marketing Strategist,Takes part in this project only,linkedin,https://www.linkedin.com/in/adrian-jon-rich/,normal
WatermelonBlock,11,Effi Shwintarsky,Head of Analytics,Takes part in this project only,linkedin,https://www.linkedin.com/in/effi-shwintarsky-73099425/,normal
Kakushin,10,Gaurav Mehra,Advisor,Takes part in this project only,linkedin,https://www.linkedin.com/in/gaurav-mehra-4548057b,normal
Kakushin,11,Yash Mehra,Advisor,Takes part in this project only,linkedin,https://www.linkedin.com/in/yash-mehra-55123550,normal
Kakushin,12,Bopanna K K,Advisor,Takes part in this project only,linkedin,https://www.linkedin.com/in/bopanna-k-k-1328104,normal
Kakushin,13,Sydney Ifergan,Advisor,Participates in a number of projects,linkedin,https://www.linkedin.com/in/sydneyifergan/,normal
Kakushin,14,Kunal Karani,Advisor,Takes part in this project only,linkedin,https://www.linkedin.com/in/kunalkarani/,normal
Kakushin,15,Jan Kulisek,Advisor,Takes part in this project only,linkedin,https://www.linkedin.com/in/jankulisek/,normal
Kakushin,16,Lauren Therveselles,Advisor,Takes part in this project only,linkedin,https://www.linkedin.com/in/laurentherveselles/,normal
WatermelonBlock,12,Salil Ahuja,IBM Watson Genius,Takes part in this project only,linkedin,https://www.linkedin.com/in/ahujasalil/,normal
WatermelonBlock,13,Ali Pinch,Marketing Co-ordinator,Takes part in this project only,linkedin,https://www.linkedin.com/in/ali-pinch-946571148/,normal
WatermelonBlock,14,Aaron Newson,Cryptocurrency Specialist,Takes part in this project only,linkedin,https://www.linkedin.com/in/aaron-newson-9a8aaa159/,normal
WatermelonBlock,15,Viraj Evans,Lead Data Scientist,Takes part in this project only,linkedin,https://www.linkedin.com/in/viraj-evans-7910647a/,normal
WatermelonBlock,16,Ian Scarffe,ICO Expert,Participates in a number of projects,linkedin,https://www.linkedin.com/in/ianscarffe/,normal
WatermelonBlock,17,Rumen Slavchov,ICO Advisor,Participates in a number of projects,linkedin,https://www.linkedin.com/in/icoadv/,normal
WatermelonBlock,18,Vladimir Nikitin,ICO Advisor,Participates in a number of projects,linkedin,https://www.linkedin.com/in/icoadv/,normal
Kakushin,17,Krystelle Galano,Advisor,Participates in several projects,linkedin,https://www.linkedin.com/in/krystelle-galano-15940610b,normal
Kakushin,18,Darrell Emmanuel,Advisor,Participates in a number of projects,linkedin,https://www.linkedin.com/in/darrell-emmanuel/,normal
Kakushin,19,Naviin Kapoor,Advisor,Participates in a number of projects,linkedin,https://www.linkedin.com/in/naviinkapoor/,advsisor
URAllowance,1,Chris Butler,President/Visionary and Co-Founder,Takes part in this project only,twitter,https://twitter.com/BTCpals,normal
URAllowance,2,Larron Armstead,CTO/Futurist,Takes part in this project only,linkedin,https://linkedin.com/in/larronarmstead/,normal
URAllowance,3,Lori Brown,Media and Press,Takes part in this project only,twitter,https://twitter.com/THELoriBrown,normal
URAllowance,4,Akmal Shubhi,Community Manager,No participating data,twitter,https://twitter.com/ipskingdom,normal
URAllowance,5,David Drake,Investor Relations/Senior Advisor,Takes part in this project only,linkedin,https://www.linkedin.com/in/david-drake-3a6567161/,advsisor
URAllowance,6,Ashton Addison,ICO Expert Advisor,Participates in several projects,linkedin,https://www.linkedin.com/in/ashtonaddison/,advsisor
URAllowance,7,Michel Louie,ICO/Blockchain Expert Advisor,No participating data,twitter,https://twitter.com/RainBitcoins,advsisor
URAllowance,8,Misha Trubkin,Strategic Partnerships and ICO Expert Advisor,No participating data,website,https://facebook.com/misha.trubkin/about?lst=1000024745421001000035973014691517648820,advsisor
URAllowance,9,Sonya Williams,Advisor,Takes part in this project only,linkedin,https://www.linkedin.com/in/sonya-williams-5174248b/,advsisor
Subaj Global Network,1,Apoorv Gupta,ADVISORS,Participates in several projects,linkedin,https://www.linkedin.com/in/iamapoorvgupta/,normal
Subaj Global Network,2,Kashif Syed,Merchant Community Manager,Participates in several projects,linkedin,https://www.linkedin.com/in/kashif-syed-b09003139/,normal
Subaj Global Network,3,Adebayo Surakatu,CEO,Takes part in this project only,twitter,https://twitter.com/AdebayoSurakatu,normal
